transaction_id,amount,location,device_type,time,merchant_category,fraud_flag,ai_fraud_reason
42005,7973.29,Hyderabad,Desktop,2024-04-15 22:49:00,Utilities,-1,⚠️ High transaction amount
42007,6135.72,Hyderabad,Tablet,2024-10-15 09:01:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
42036,6738.97,Hyderabad,Tablet,2024-08-11 13:18:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
42050,10025.81,Kolkata,Desktop,2024-03-22 20:47:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
42061,6154.86,Bangalore,Mobile,2024-11-29 04:16:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
42090,10392.19,Bangalore,Mobile,2024-10-07 16:05:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
42092,7306.79,Kolkata,Desktop,2024-05-01 06:06:00,Clothing,-1,⚠️ High transaction amount
42119,12352.0,Mumbai,Tablet,2024-03-21 20:23:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
42139,9919.11,Mumbai,Mobile,2024-05-05 05:10:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
42141,14048.54,Chennai,Desktop,2024-08-06 18:02:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
42148,6222.84,Bangalore,Desktop,2024-06-22 10:39:00,Clothing,-1,⚠️ High transaction amount
42163,8673.92,Mumbai,Mobile,2024-12-13 17:36:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
42191,9414.37,Hyderabad,Mobile,2024-11-11 23:02:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type; 🌙 Unusual transaction time
42201,6132.63,Chennai,Desktop,2024-04-20 07:04:00,Clothing,-1,⚠️ High transaction amount
42214,8928.42,Mumbai,Tablet,2024-08-23 17:09:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
42220,6034.44,Chennai,Desktop,2024-10-01 06:52:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
42229,11108.48,Kolkata,Tablet,2024-01-14 07:12:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
42264,6665.13,Chennai,Desktop,2024-01-11 22:18:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
42310,8153.91,Hyderabad,Tablet,2024-07-28 11:10:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
42377,7721.42,Mumbai,Mobile,2024-04-28 07:13:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
42408,11593.01,Mumbai,Desktop,2024-02-22 20:06:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location
42430,8678.19,Delhi,Tablet,2024-11-30 06:46:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
42452,6094.39,Hyderabad,Desktop,2024-10-18 07:24:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
42457,6036.48,Hyderabad,Mobile,2024-02-26 17:28:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
42473,8125.78,Bangalore,Mobile,2024-01-21 19:13:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
42481,6811.86,Bangalore,Desktop,2024-04-23 18:20:00,Grocery,-1,⚠️ High transaction amount
42487,6516.79,Bangalore,Tablet,2024-10-10 11:10:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
42503,10094.24,Bangalore,Desktop,2024-09-03 21:44:00,Grocery,-1,⚠️ High transaction amount
42515,10821.97,Kolkata,Desktop,2024-08-07 05:07:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
42517,8494.59,Chennai,Desktop,2024-03-10 22:31:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
42527,7945.08,Chennai,Desktop,2024-08-13 10:49:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
42532,8996.36,Kolkata,Tablet,2024-12-26 06:01:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
42557,7394.77,Hyderabad,Tablet,2024-02-03 04:00:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type; 🌙 Unusual transaction time
42568,7108.32,Kolkata,Mobile,2024-07-01 03:06:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
42578,12008.92,Delhi,Mobile,2024-08-28 15:30:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
42583,6833.33,Kolkata,Desktop,2024-11-29 03:21:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
42597,8337.44,Chennai,Tablet,2024-05-27 11:44:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
42603,8574.12,Chennai,Mobile,2024-11-20 06:45:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
42615,6091.88,Kolkata,Tablet,2024-09-04 09:31:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
42626,8765.9,Chennai,Tablet,2024-09-11 13:21:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
42629,8863.89,Hyderabad,Mobile,2024-02-11 22:19:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
42630,7562.5,Chennai,Mobile,2024-11-29 09:54:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
42668,11025.65,Delhi,Mobile,2024-05-04 22:47:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
42684,6699.43,Kolkata,Mobile,2024-11-02 23:43:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type; 🌙 Unusual transaction time
42712,6091.72,Mumbai,Mobile,2024-01-25 20:21:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
42751,7446.43,Chennai,Mobile,2024-12-08 07:21:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
42756,7347.79,Kolkata,Mobile,2024-02-15 16:09:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
42775,12496.98,Bangalore,Desktop,2024-05-14 00:22:00,Clothing,-1,⚠️ High transaction amount; 🌙 Unusual transaction time
42796,10295.58,Mumbai,Desktop,2024-10-27 06:45:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location
42797,7108.08,Hyderabad,Tablet,2024-10-06 05:09:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
42846,6432.74,Kolkata,Tablet,2024-01-10 18:06:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
42869,10646.45,Kolkata,Desktop,2024-04-19 01:43:00,Grocery,-1,⚠️ High transaction amount
42874,10953.08,Delhi,Desktop,2024-05-28 10:34:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
42943,7751.14,Hyderabad,Desktop,2024-07-06 01:44:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
42944,6725.28,Bangalore,Mobile,2024-03-27 12:09:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
42946,6175.28,Mumbai,Desktop,2024-12-09 20:44:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
42953,6378.4,Hyderabad,Tablet,2024-11-17 09:02:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
42961,6891.54,Delhi,Desktop,2024-01-18 16:52:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location
43006,6354.37,Bangalore,Desktop,2024-08-20 22:13:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
43016,6307.78,Delhi,Desktop,2024-04-27 06:35:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location
43111,9264.81,Hyderabad,Desktop,2024-01-07 02:43:00,Clothing,-1,⚠️ High transaction amount
43117,6058.34,Delhi,Tablet,2024-06-03 03:52:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
43119,6075.29,Hyderabad,Tablet,2024-05-09 15:15:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
43129,7428.94,Mumbai,Mobile,2024-10-16 22:46:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
43156,11264.6,Hyderabad,Tablet,2024-08-17 08:15:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
43174,11871.44,Delhi,Mobile,2024-07-29 19:58:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
43204,12274.77,Delhi,Tablet,2024-07-08 19:25:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
43211,6905.5,Chennai,Mobile,2024-02-06 07:10:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
43216,8532.92,Mumbai,Tablet,2024-07-23 01:55:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
43251,7113.46,Hyderabad,Tablet,2024-03-16 00:47:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type; 🌙 Unusual transaction time
43252,7551.47,Hyderabad,Tablet,2024-02-25 13:42:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
43254,6631.33,Kolkata,Tablet,2024-12-13 17:35:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
43263,9615.85,Mumbai,Mobile,2024-10-27 04:08:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
43275,6467.94,Delhi,Tablet,2024-12-21 00:46:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🌙 Unusual transaction time
43305,9290.04,Delhi,Tablet,2024-05-09 09:21:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
43331,6493.75,Bangalore,Desktop,2024-03-23 22:54:00,Grocery,-1,⚠️ High transaction amount
43412,6729.07,Hyderabad,Desktop,2024-05-05 16:46:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
43446,7038.82,Bangalore,Desktop,2024-05-10 08:09:00,Clothing,-1,⚠️ High transaction amount
43454,8552.0,Chennai,Mobile,2024-02-16 22:36:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
43490,7361.35,Hyderabad,Tablet,2024-06-15 00:30:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type; 🌙 Unusual transaction time
43513,10554.99,Bangalore,Desktop,2024-04-01 17:56:00,Clothing,-1,⚠️ High transaction amount
43540,6194.67,Mumbai,Mobile,2024-08-28 11:00:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🌙 Unusual transaction time
43564,8644.98,Kolkata,Tablet,2024-01-18 07:13:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
43570,7087.22,Chennai,Mobile,2024-07-23 04:57:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
43581,6328.04,Bangalore,Mobile,2024-02-10 07:59:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
43632,7176.68,Bangalore,Tablet,2024-09-16 23:47:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type; 🌙 Unusual transaction time
43637,7842.11,Delhi,Mobile,2024-03-26 12:33:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
43654,8067.93,Hyderabad,Tablet,2024-04-06 19:59:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
43676,6584.66,Mumbai,Mobile,2024-01-02 12:19:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
43677,20977.17,Mumbai,Mobile,2024-11-15 22:50:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
43682,8652.82,Mumbai,Mobile,2024-07-16 08:51:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
43685,6389.23,Delhi,Tablet,2024-02-24 06:30:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
43691,6070.8,Delhi,Desktop,2024-03-14 01:04:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location
43699,6189.53,Kolkata,Desktop,2024-05-06 17:06:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
43700,6050.0,Mumbai,Mobile,2024-03-16 19:39:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
43710,8091.85,Hyderabad,Desktop,2024-04-13 06:41:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
43726,6678.39,Bangalore,Tablet,2024-01-27 23:09:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
43745,9633.35,Mumbai,Tablet,2024-08-18 08:04:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
43757,12969.8,Delhi,Tablet,2024-09-15 11:22:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
43759,6356.42,Delhi,Desktop,2024-03-22 04:00:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
43766,7768.86,Chennai,Desktop,2024-04-12 16:15:00,Grocery,-1,⚠️ High transaction amount
43782,6304.58,Delhi,Desktop,2024-06-04 18:58:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location
43816,9882.57,Bangalore,Desktop,2024-04-15 10:00:00,Clothing,-1,⚠️ High transaction amount; 🌙 Unusual transaction time
43826,8437.09,Kolkata,Mobile,2024-11-16 07:09:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
43849,7001.86,Kolkata,Desktop,2024-04-16 00:38:00,Clothing,-1,⚠️ High transaction amount; 🌙 Unusual transaction time
43856,8470.56,Mumbai,Mobile,2024-05-29 14:32:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
43873,9870.13,Kolkata,Desktop,2024-02-02 08:42:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
43886,6128.85,Delhi,Mobile,2024-10-02 03:05:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
43888,6205.38,Chennai,Tablet,2024-10-13 06:20:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
43894,12741.55,Chennai,Tablet,2024-10-21 03:15:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
43960,10114.57,Delhi,Tablet,2024-02-23 06:48:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
43965,7598.51,Chennai,Desktop,2024-05-17 08:40:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
44024,8647.82,Kolkata,Mobile,2024-08-28 20:25:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
44026,6582.84,Bangalore,Desktop,2024-06-05 10:07:00,Clothing,-1,⚠️ High transaction amount
44030,8658.35,Bangalore,Mobile,2024-05-07 23:24:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type; 🌙 Unusual transaction time
44088,8585.1,Hyderabad,Desktop,2024-09-26 05:07:00,Grocery,-1,⚠️ High transaction amount
44100,6447.07,Chennai,Desktop,2024-04-23 13:55:00,Utilities,-1,⚠️ High transaction amount
44103,6031.25,Delhi,Mobile,2024-04-26 22:53:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
44126,9199.16,Delhi,Desktop,2024-03-05 13:43:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
44141,6761.25,Hyderabad,Mobile,2024-06-18 15:30:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
44210,7817.91,Bangalore,Mobile,2024-10-01 03:14:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
44211,7352.6,Hyderabad,Mobile,2024-08-11 01:15:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
44226,6001.34,Hyderabad,Mobile,2024-01-05 10:59:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
44245,7304.28,Delhi,Desktop,2024-09-06 14:49:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location
44272,7352.8,Chennai,Mobile,2024-07-06 22:54:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
44293,5661.05,Bangalore,Desktop,2024-10-02 19:19:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
44357,8882.68,Hyderabad,Desktop,2024-09-12 08:50:00,Grocery,-1,⚠️ High transaction amount
44360,10838.3,Chennai,Tablet,2024-02-03 11:54:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
44397,6237.0,Hyderabad,Desktop,2024-07-13 10:16:00,Grocery,-1,⚠️ High transaction amount
44410,6317.14,Kolkata,Desktop,2024-05-30 08:36:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
44420,7639.82,Kolkata,Tablet,2024-07-15 15:53:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
44489,8064.52,Chennai,Mobile,2024-12-13 22:29:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
44501,12889.63,Chennai,Mobile,2024-06-28 15:29:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
44524,6125.7,Kolkata,Tablet,2024-11-13 17:17:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
44561,6505.6,Chennai,Tablet,2024-04-08 19:47:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
44571,10839.93,Delhi,Desktop,2024-09-16 19:53:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location
44579,7844.75,Delhi,Desktop,2024-02-13 12:34:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
44601,6062.09,Mumbai,Desktop,2024-10-29 13:45:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
44631,12283.2,Chennai,Tablet,2024-11-02 17:51:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
44640,6842.31,Chennai,Tablet,2024-06-04 10:05:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
44644,9119.1,Kolkata,Tablet,2024-07-21 07:40:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
44693,8968.63,Delhi,Tablet,2024-03-05 22:34:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
44698,7859.79,Hyderabad,Tablet,2024-05-01 18:15:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
44725,7618.9,Mumbai,Desktop,2024-02-29 15:37:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location
44784,9373.03,Hyderabad,Desktop,2024-11-28 07:59:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
44793,6280.68,Chennai,Mobile,2024-02-12 01:56:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
44801,6918.67,Kolkata,Tablet,2024-04-01 07:43:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
44802,5646.87,Mumbai,Desktop,2024-03-21 05:23:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 🌙 Unusual transaction time
44803,6108.08,Bangalore,Tablet,2024-08-03 21:22:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
44846,9243.59,Hyderabad,Mobile,2024-12-18 21:10:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
44853,6661.97,Mumbai,Desktop,2024-03-31 21:10:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location
44856,7351.4,Kolkata,Mobile,2024-12-08 08:35:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
44862,7152.4,Bangalore,Mobile,2024-10-24 06:44:00,Electronics,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
44866,7599.21,Chennai,Tablet,2024-02-05 17:59:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
44899,7822.28,Chennai,Desktop,2024-01-12 09:46:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
44900,7097.19,Bangalore,Desktop,2024-05-16 11:35:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
44928,6181.3,Delhi,Tablet,2024-11-21 15:55:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category
44934,10267.05,Delhi,Tablet,2024-02-11 00:39:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🛒 Sensitive merchant category; 🌙 Unusual transaction time
44951,6176.55,Delhi,Mobile,2024-12-27 23:06:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🌙 Unusual transaction time
44972,6023.42,Delhi,Desktop,2024-10-23 18:50:00,Travel,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
44987,7539.43,Mumbai,Tablet,2024-06-27 07:49:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
44992,9575.64,Chennai,Mobile,2024-04-06 13:44:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
44993,6670.86,Chennai,Tablet,2024-08-19 02:29:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
45003,10361.71,Bangalore,Desktop,2024-07-07 23:14:00,Grocery,-1,⚠️ High transaction amount; 🌙 Unusual transaction time
45013,6625.99,Kolkata,Desktop,2024-04-09 06:23:00,Grocery,-1,⚠️ High transaction amount; 🌙 Unusual transaction time
45030,7112.69,Delhi,Mobile,2024-02-19 15:25:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
45045,6296.03,Chennai,Mobile,2024-11-22 17:01:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
45050,11230.15,Mumbai,Mobile,2024-04-17 10:30:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
45102,10193.78,Kolkata,Desktop,2024-07-06 12:46:00,Grocery,-1,⚠️ High transaction amount
45116,6660.52,Delhi,Tablet,2024-06-23 19:24:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
45134,6785.59,Mumbai,Desktop,2024-05-01 03:28:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location
45144,9658.14,Mumbai,Mobile,2024-02-04 16:14:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
45150,7148.25,Delhi,Tablet,2024-12-11 23:59:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type; 🌙 Unusual transaction time
45182,6261.5,Delhi,Mobile,2024-01-29 05:15:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
45207,9537.24,Bangalore,Mobile,2024-07-07 14:18:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
45210,6774.06,Delhi,Mobile,2024-10-03 21:02:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
45222,6272.85,Delhi,Mobile,2024-01-15 06:15:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
45240,11213.77,Chennai,Desktop,2024-08-12 12:11:00,Electronics,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
45244,9561.2,Chennai,Tablet,2024-04-06 13:35:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
45266,5978.84,Kolkata,Mobile,2024-05-06 02:33:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
45267,7802.57,Hyderabad,Tablet,2024-09-02 06:49:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
45269,8521.86,Mumbai,Desktop,2024-10-06 05:54:00,Grocery,-1,⚠️ High transaction amount; 📍 High-risk location
45271,6465.05,Bangalore,Mobile,2024-09-05 07:10:00,Clothing,-1,⚠️ High transaction amount; 📱 Less secure device type
45315,6256.8,Bangalore,Mobile,2024-04-10 14:17:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
45334,8213.84,Kolkata,Tablet,2024-11-27 05:41:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
45355,10225.53,Mumbai,Mobile,2024-12-20 01:36:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
45397,14157.34,Hyderabad,Tablet,2024-01-19 08:19:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
45422,7122.04,Kolkata,Tablet,2024-10-24 22:41:00,Grocery,-1,⚠️ High transaction amount; 📱 Less secure device type
45441,6491.04,Hyderabad,Mobile,2024-06-22 19:48:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
45444,6956.23,Bangalore,Desktop,2024-01-23 17:18:00,Clothing,-1,⚠️ High transaction amount
45446,8335.13,Bangalore,Desktop,2024-09-07 01:42:00,Utilities,-1,⚠️ High transaction amount
45474,6202.6,Kolkata,Desktop,2024-05-08 02:39:00,Grocery,-1,⚠️ High transaction amount
45494,6485.72,Kolkata,Tablet,2024-08-12 14:36:00,Travel,-1,⚠️ High transaction amount; 📱 Less secure device type; 🛒 Sensitive merchant category
45548,6441.55,Mumbai,Desktop,2024-02-17 22:13:00,Electronics,-1,⚠️ High transaction amount; 📍 High-risk location; 🛒 Sensitive merchant category
45556,7378.15,Bangalore,Mobile,2024-09-27 01:19:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
45574,8096.9,Chennai,Desktop,2024-10-03 16:04:00,Clothing,-1,⚠️ High transaction amount
45588,7075.46,Hyderabad,Mobile,2024-03-20 20:45:00,Utilities,-1,⚠️ High transaction amount; 📱 Less secure device type
45644,6985.33,Mumbai,Desktop,2024-01-13 13:53:00,Utilities,-1,⚠️ High transaction amount; 📍 High-risk location
45667,7391.32,Hyderabad,Desktop,2024-09-28 18:22:00,Travel,-1,⚠️ High transaction amount; 🛒 Sensitive merchant category
45716,6594.65,Delhi,Mobile,2024-06-11 14:40:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
45735,6357.72,Mumbai,Tablet,2024-05-13 22:16:00,Clothing,-1,⚠️ High transaction amount; 📍 High-risk location; 📱 Less secure device type
